时间 消耗/获得 物品名称 数量 物品位置 主属性 用途
大号
07-02 02:17 消耗 心眼 1 二号位5星 防御加成 奉纳消耗
07-02 02:17 消耗 蚌精 1 二号位5星 生命加成 奉纳消耗
07-02 02:17 消耗 火灵 1 二号位5星 防御加成 奉纳消耗
07-02 02:17 消耗 破势 1 二号位5星 攻击加成 奉纳消耗
07-02 02:17 消耗 心眼 1 二号位5星 攻击加成 奉纳消耗
07-02 02:17 消耗 蚌精 1 二号位5星 防御加成 奉纳消耗
07-02 02:17 消耗 蚌精 1 二号位5星 生命加成 奉纳消耗
07-02 02:17 消耗 蚌精 1 二号位5星 生命加成 奉纳消耗
07-02 02:17 消耗 针女 1 二号位5星 生命加成 奉纳消耗
07-02 02:17 消耗 狰 1 二号位5星 生命加成 奉纳消耗
07-02 02:17 消耗 心眼 1 二号位5星 防御加成 奉纳消耗
07-02 02:17 消耗 心眼 1 二号位5星 防御加成 奉纳消耗
07-02 02:17 消耗 蚌精 1 二号位5星 速度 奉纳消耗
07-02 02:17 消耗 反枕 1 二号位5星 攻击加成 奉纳消耗
07-02 02:17 消耗 心眼 1 二号位5星 生命加成 奉纳消耗
07-02 02:17 消耗 蚌精 1 二号位5星 攻击加成 奉纳消耗
07-02 02:17 消耗 蚌精 1 二号位5星 防御加成 奉纳消耗
07-02 02:17 消耗 心眼 1 二号位5星 攻击加成 奉纳消耗
07-02 02:17 消耗 蚌精 1 二号位5星 生命加成 奉纳消耗
07-02 02:17 消耗 心眼 1 二号位5星 防御加成 奉纳消耗
07-02 02:17 消耗 蚌精 1 二号位5星 防御加成 奉纳消耗
07-02 02:17 消耗 蚌精 1 二号位5星 防御加成 奉纳消耗
07-02 02:17 消耗 蚌精 1 二号位5星 防御加成 奉纳消耗
07-02 02:17 消耗 反枕 1 二号位5星 防御加成 奉纳消耗
07-02 02:17 消耗 针女 1 二号位5星 生命加成 奉纳消耗
07-02 02:17 消耗 蚌精 1 二号位5星 攻击加成 奉纳消耗
07-02 02:17 消耗 针女 1 二号位5星 生命加成 奉纳消耗
07-02 02:17 消耗 心眼 1 二号位5星 防御加成 奉纳消耗
07-02 02:17 消耗 心眼 1 二号位5星 攻击加成 奉纳消耗
07-02 02:17 消耗 心眼 1 二号位5星 生命加成 奉纳消耗
07-02 02:17 消耗 火灵 1 二号位5星 攻击加成 奉纳消耗
07-02 02:17 消耗 心眼 1 二号位5星 生命加成 奉纳消耗
07-02 02:06 获得 日女巳时 1 三号位5星 防御 石距获得
07-02 02:06 获得 蚌精 1 四号位5星 防御加成 石距获得
07-02 02:06 获得 网切 1 六号位5星 攻击加成 石距获得
07-02 01:53 消耗 蚌精 1 六号位6星 生命加成 御魂强化
07-02 01:52 获得 镜姬 1 一号位5星 攻击 御魂副本
07-02 01:49 获得 阴摩罗 1 三号位5星 防御 御魂副本
07-02 01:48 获得 网切 1 三号位5星 防御 御魂副本
07-02 01:48 获得 雪幽魂 1 六号位5星 生命加成 御魂副本
07-02 01:47 获得 招财猫 1 三号位5星 防御 御魂副本
07-02 01:47 获得 雪幽魂 1 四号位5星 攻击加成 御魂副本
07-02 01:43 获得 蚌精 1 四号位5星 效果命中 御魂副本
07-02 01:43 获得 镜姬 1 六号位5星 防御加成 御魂副本
07-02 01:42 获得 镜姬 1 三号位5星 防御 御魂副本
07-02 01:40 获得 日女巳时 1 三号位5星 防御 御魂副本
07-02 01:40 获得 被服 1 四号位5星 攻击加成 御魂副本
07-02 01:39 获得 心眼 1 一号位6星 攻击 御魂副本
07-02 01:39 获得 破势 1 五号位5星 生命 御魂副本
07-02 01:39 获得 钟灵 1 一号位5星 攻击 御魂副本
07-02 01:39 获得 针女 1 五号位5星 生命 御魂副本
07-02 01:37 获得 钟灵 1 一号位5星 攻击 御魂副本
07-02 01:37 获得 破势 1 二号位5星 生命加成 御魂副本
07-02 01:36 获得 三味 1 六号位6星 暴击伤害 御魂副本
07-02 01:36 获得 蚌精 1 二号位5星 防御加成 御魂副本
07-02 01:36 获得 反枕 1 六号位5星 暴击 御魂副本
07-02 01:34 获得 招财猫 1 二号位5星 攻击加成 御魂副本
07-02 01:34 获得 涅槃之火 1 五号位5星 生命 御魂副本
07-02 01:34 获得 钟灵 1 五号位5星 生命 御魂副本
07-02 01:31 获得 狰 1 三号位5星 防御 御魂副本
07-02 01:29 获得 涅槃之火 1 二号位5星 攻击加成 御魂副本
07-02 01:29 获得 反枕 1 五号位5星 生命 御魂副本
07-02 01:28 获得 招财猫 1 五号位5星 生命 御魂副本
07-02 01:26 获得 蚌精 1 一号位5星 攻击 御魂副本
07-02 01:26 获得 火灵 1 四号位5星 生命加成 御魂副本
07-02 01:25 获得 鸣屋 1 五号位6星 生命 御魂副本
07-02 01:23 获得 三味 1 六号位5星 防御加成 御魂副本
07-02 01:23 获得 火灵 1 一号位5星 攻击 御魂副本
07-02 01:23 获得 钟灵 1 五号位6星 生命 御魂副本
07-02 01:22 获得 鸣屋 1 六号位5星 攻击加成 御魂副本
07-02 01:20 获得 火灵 1 六号位5星 生命加成 御魂副本
07-02 01:20 获得 蝠翼 1 二号位5星 防御加成 御魂副本
07-02 01:18 获得 网切 1 四号位6星 生命加成 御魂副本
07-02 01:18 获得 日女巳时 1 六号位5星 攻击加成 御魂副本
07-02 01:18 获得 狰 1 一号位5星 攻击 御魂副本
07-02 01:17 获得 心眼 1 一号位5星 攻击 御魂副本
07-02 01:17 获得 镜姬 1 六号位5星 生命加成 御魂副本
07-02 01:16 获得 轮入道 1 一号位5星 攻击 御魂副本
07-02 01:16 获得 蚌精 1 四号位5星 生命加成 御魂副本
07-02 01:14 获得 日女巳时 1 六号位5星 防御加成 御魂副本
07-02 01:14 获得 网切 1 四号位5星 生命加成 御魂副本
07-02 01:13 获得 被服 1 一号位5星 攻击 御魂副本
07-02 01:12 获得 魅妖 1 五号位6星 生命 御魂副本
07-02 01:12 获得 破势 1 三号位5星 防御 御魂副本
07-02 01:12 获得 雪幽魂 1 三号位5星 防御 御魂副本
07-02 01:07 获得 轮入道 1 三号位5星 防御 御魂副本
07-02 01:06 获得 日女巳时 1 三号位5星 防御 御魂副本
07-02 01:06 获得 阴摩罗 1 六号位5星 生命加成 御魂副本
07-02 01:06 获得 三味 1 一号位6星 攻击 御魂副本
07-02 01:03 获得 地藏像 1 四号位5星 攻击加成 御魂副本
07-02 01:00 获得 被服 1 三号位5星 防御 御魂副本
07-02 00:59 获得 钟灵 1 四号位5星 防御加成 御魂副本
07-02 00:58 获得 魅妖 1 一号位5星 攻击 御魂副本
07-02 00:55 获得 镜姬 1 四号位5星 防御加成 御魂副本
07-02 00:54 获得 魍魉之匣 1 六号位5星 攻击加成 御魂副本
07-02 00:53 获得 镜姬 1 一号位6星 攻击 御魂副本
07-02 00:52 获得 三味 1 六号位6星 生命加成 御魂副本
林狗
07-02 09:48 获得 针女 1 四号位5星 攻击加成 石距获得
07-02 09:48 获得 针女 1 四号位5星 攻击加成 石距获得
07-02 03:10 获得 返魂香 1 四号位5星 效果命中 业原火副本获得
07-02 03:10 获得 薙魂 1 二号位5星 防御加成 业原火副本获得
07-02 03:10 获得 木魅 1 三号位5星 防御 业原火副本获得
07-02 03:06 获得 薙魂 1 一号位6星 攻击 业原火副本获得
07-02 03:06 获得 魅妖 1 五号位5星 生命 业原火副本获得
07-02 03:03 获得 薙魂 1 一号位6星 攻击 业原火副本获得
07-02 03:03 获得 木魅 1 三号位5星 防御 业原火副本获得
07-02 03:03 获得 返魂香 1 四号位5星 攻击加成 业原火副本获得
07-02 03:01 获得 返魂香 1 四号位5星 攻击加成 业原火副本获得
07-02 03:01 获得 薙魂 1 五号位5星 生命 业原火副本获得
07-02 03:01 获得 鸣屋 1 二号位5星 防御加成 业原火副本获得
07-02 03:01 获得 木魅 1 六号位6星 生命加成 业原火副本获得
07-02 02:58 获得 返魂香 1 五号位5星 生命 业原火副本获得
07-02 02:58 获得 木魅 1 二号位5星 防御加成 业原火副本获得
07-02 02:58 获得 心眼 1 二号位5星 攻击加成 业原火副本获得
07-02 02:58 获得 狰 1 二号位5星 生命加成 业原火副本获得
07-02 02:55 获得 薙魂 1 三号位6星 防御 业原火副本获得
07-02 02:55 获得 针女 1 六号位5星 防御加成 业原火副本获得
07-02 02:55 获得 薙魂 1 二号位5星 攻击加成 业原火副本获得
07-02 02:55 获得 薙魂 1 三号位5星 防御 业原火副本获得
07-02 02:23 获得 返魂香 1 六号位6星 防御加成 业原火副本获得
07-02 02:23 获得 针女 1 四号位5星 生命加成 业原火副本获得
07-02 02:23 获得 木魅 1 二号位6星 生命加成 业原火副本获得
07-02 02:23 获得 木魅 1 四号位6星 生命加成 业原火副本获得
07-02 02:17 消耗 破势 1 五号位5星 生命 奉纳消耗
07-02 02:17 消耗 破势 1 四号位5星 攻击加成 奉纳消耗
07-02 02:17 消耗 破势 1 三号位5星 防御 奉纳消耗
07-02 02:17 消耗 破势 1 四号位5星 效果命中 奉纳消耗
07-02 02:17 消耗 破势 1 四号位5星 生命加成 奉纳消耗
07-02 02:17 消耗 破势 1 一号位5星 攻击 奉纳消耗
07-02 02:17 消耗 破势 1 五号位5星 生命 奉纳消耗
07-02 02:17 消耗 破势 1 五号位5星 生命 奉纳消耗
07-02 02:17 消耗 破势 1 四号位5星 生命加成 奉纳消耗
07-02 02:17 消耗 破势 1 三号位5星 防御 奉纳消耗
07-02 02:17 消耗 破势 1 六号位5星 攻击加成 奉纳消耗
07-02 02:17 消耗 破势 1 二号位5星 攻击加成 奉纳消耗
07-02 02:17 消耗 破势 1 四号位5星 防御加成 奉纳消耗
07-02 02:17 消耗 破势 1 三号位5星 防御 奉纳消耗
07-02 02:17 消耗 破势 1 三号位5星 防御 奉纳消耗
07-02 02:17 消耗 破势 1 五号位5星 生命 奉纳消耗
07-02 02:17 消耗 破势 1 四号位5星 攻击加成 奉纳消耗
07-02 02:17 消耗 破势 1 二号位5星 速度 奉纳消耗
07-02 02:17 消耗 破势 1 二号位5星 防御加成 奉纳消耗
07-02 02:17 消耗 破势 1 五号位5星 生命 奉纳消耗
07-02 02:17 消耗 破势 1 一号位5星 攻击 奉纳消耗
07-02 02:17 消耗 破势 1 四号位5星 效果命中 奉纳消耗
07-02 02:17 消耗 破势 1 四号位5星 生命加成 奉纳消耗
07-02 02:17 消耗 破势 1 三号位5星 防御 奉纳消耗
07-02 02:16 消耗 日女巳时 1 二号位5星 生命加成 奉纳消耗
07-02 02:16 消耗 日女巳时 1 四号位5星 生命加成 奉纳消耗
07-02 02:16 消耗 日女巳时 1 六号位5星 攻击加成 奉纳消耗
07-02 02:16 消耗 日女巳时 1 三号位5星 防御 奉纳消耗
07-02 02:16 消耗 日女巳时 1 五号位5星 生命 奉纳消耗
07-02 02:16 消耗 日女巳时 1 一号位5星 攻击 奉纳消耗
07-02 02:16 消耗 日女巳时 1 二号位5星 攻击加成 奉纳消耗
07-02 02:16 消耗 日女巳时 1 一号位5星 攻击 奉纳消耗
07-02 02:16 消耗 日女巳时 1 六号位5星 暴击伤害 奉纳消耗
07-02 02:16 消耗 日女巳时 1 三号位5星 防御 奉纳消耗
07-02 02:16 消耗 日女巳时 1 一号位5星 攻击 奉纳消耗
07-02 02:16 消耗 日女巳时 1 六号位5星 防御加成 奉纳消耗
07-02 02:16 消耗 日女巳时 1 四号位5星 生命加成 奉纳消耗
07-02 02:16 消耗 日女巳时 1 二号位5星 攻击加成 奉纳消耗
07-02 02:16 消耗 日女巳时 1 二号位5星 攻击加成 奉纳消耗
07-02 02:16 消耗 日女巳时 1 三号位5星 防御 奉纳消耗
07-02 02:16 消耗 日女巳时 1 一号位5星 攻击 奉纳消耗
07-02 02:16 消耗 日女巳时 1 三号位5星 防御 奉纳消耗
07-02 02:16 消耗 日女巳时 1 四号位5星 生命加成 奉纳消耗
07-02 02:16 消耗 日女巳时 1 一号位5星 攻击 奉纳消耗
07-02 02:16 消耗 日女巳时 1 五号位5星 生命 奉纳消耗
07-02 02:16 消耗 日女巳时 1 五号位5星 生命 奉纳消耗
07-02 02:16 消耗 日女巳时 1 六号位5星 防御加成 奉纳消耗
07-02 02:16 消耗 日女巳时 1 一号位5星 攻击 奉纳消耗
07-02 02:16 消耗 日女巳时 1 三号位5星 防御 奉纳消耗
07-02 02:16 消耗 日女巳时 1 二号位5星 攻击加成 奉纳消耗
07-02 02:16 消耗 日女巳时 1 一号位5星 攻击 奉纳消耗
07-02 02:16 消耗 日女巳时 1 二号位5星 生命加成 奉纳消耗
07-02 02:16 消耗 日女巳时 1 二号位5星 防御加成 奉纳消耗
07-02 02:16 消耗 日女巳时 1 六号位5星 防御加成 奉纳消耗
07-02 02:16 消耗 日女巳时 1 六号位5星 攻击加成 奉纳消耗
07-02 02:16 消耗 招财猫 1 三号位5星 防御 奉纳消耗
07-02 02:16 消耗 招财猫 1 二号位5星 防御加成 奉纳消耗
07-02 02:16 消耗 招财猫 1 四号位5星 效果抵抗 奉纳消耗
07-02 02:16 消耗 招财猫 1 二号位5星 攻击加成 奉纳消耗
07-02 02:16 消耗 被服 1 三号位5星 防御 奉纳消耗
07-02 02:16 消耗 被服 1 二号位5星 生命加成 奉纳消耗
07-02 02:16 消耗 轮入道 1 五号位5星 生命 奉纳消耗
07-02 02:16 消耗 轮入道 1 一号位5星 攻击 奉纳消耗
07-02 02:16 消耗 轮入道 1 六号位5星 生命加成 奉纳消耗
07-02 02:16 消耗 轮入道 1 三号位5星 防御 奉纳消耗
07-02 02:16 消耗 轮入道 1 四号位5星 攻击加成 奉纳消耗
07-02 02:16 消耗 轮入道 1 二号位5星 生命加成 奉纳消耗
07-02 02:16 消耗 轮入道 1 四号位5星 攻击加成 奉纳消耗
07-02 02:16 消耗 镜姬 1 六号位5星 生命加成 奉纳消耗
07-02 02:16 消耗 镜姬 1 三号位5星 防御 奉纳消耗
07-02 02:16 消耗 镜姬 1 四号位5星 防御加成 奉纳消耗
07-02 02:16 消耗 镜姬 1 五号位5星 生命 奉纳消耗
07-02 02:16 消耗 镜姬 1 四号位5星 防御加成 奉纳消耗
07-02 02:16 消耗 镜姬 1 一号位5星 攻击 奉纳消耗
07-02 02:16 消耗 镜姬 1 五号位5星 生命 奉纳消耗
07-02 02:16 消耗 镜姬 1 四号位5星 生命加成 奉纳消耗
07-02 02:16 消耗 镜姬 1 六号位5星 生命加成 奉纳消耗
07-02 02:16 消耗 镜姬 1 六号位5星 防御加成 奉纳消耗
07-02 02:16 消耗 镜姬 1 二号位5星 攻击加成 奉纳消耗
07-02 02:16 消耗 镜姬 1 六号位5星 攻击加成 奉纳消耗
07-02 02:16 消耗 镜姬 1 二号位5星 防御加成 奉纳消耗
07-02 02:16 消耗 镜姬 1 三号位5星 防御 奉纳消耗
07-02 02:16 消耗 镜姬 1 五号位5星 生命 奉纳消耗
07-02 02:16 消耗 镜姬 1 六号位5星 攻击加成 奉纳消耗
07-02 02:16 消耗 镜姬 1 二号位5星 攻击加成 奉纳消耗
07-02 02:16 消耗 镜姬 1 一号位5星 攻击 奉纳消耗
07-02 02:16 消耗 镜姬 1 三号位5星 防御 奉纳消耗
07-02 02:16 消耗 镜姬 1 五号位5星 生命 奉纳消耗
07-02 02:16 消耗 镜姬 1 五号位5星 生命 奉纳消耗
07-02 02:16 消耗 镜姬 1 六号位5星 攻击加成 奉纳消耗
07-02 02:16 消耗 镜姬 1 五号位5星 生命 奉纳消耗
07-02 02:16 消耗 镜姬 1 二号位5星 攻击加成 奉纳消耗
07-02 02:16 消耗 镜姬 1 五号位5星 生命 奉纳消耗
07-02 02:16 消耗 镜姬 1 三号位5星 防御 奉纳消耗
07-02 02:16 消耗 镜姬 1 六号位5星 生命加成 奉纳消耗
07-02 02:16 消耗 镜姬 1 一号位5星 攻击 奉纳消耗
07-02 02:16 消耗 镜姬 1 二号位5星 防御加成 奉纳消耗
07-02 02:16 消耗 镜姬 1 三号位5星 防御 奉纳消耗
07-02 02:16 消耗 镜姬 1 二号位5星 防御加成 奉纳消耗
07-02 02:16 消耗 镜姬 1 二号位5星 防御加成 奉纳消耗
07-02 02:16 消耗 镜姬 1 六号位5星 生命加成 奉纳消耗
07-02 02:16 消耗 镜姬 1 五号位5星 生命 奉纳消耗
07-02 02:16 消耗 镜姬 1 二号位5星 攻击加成 奉纳消耗
07-02 02:15 消耗 三味 1 四号位5星 攻击加成 奉纳消耗
07-02 02:15 消耗 三味 1 六号位5星 暴击伤害 奉纳消耗
07-02 02:15 消耗 三味 1 四号位5星 防御加成 奉纳消耗
07-02 02:15 消耗 三味 1 五号位5星 生命 奉纳消耗
07-02 02:15 消耗 三味 1 四号位5星 效果命中 奉纳消耗
07-02 02:15 消耗 三味 1 四号位5星 攻击加成 奉纳消耗
07-02 02:15 消耗 涅槃之火 1 五号位5星 生命 奉纳消耗
07-02 02:15 消耗 涅槃之火 1 四号位5星 生命加成 奉纳消耗
07-02 02:15 消耗 蝠翼 1 三号位5星 防御 奉纳消耗
07-02 02:15 消耗 蝠翼 1 四号位5星 防御加成 奉纳消耗
07-02 02:15 消耗 蝠翼 1 六号位5星 防御加成 奉纳消耗
07-02 02:15 消耗 蝠翼 1 五号位5星 生命 奉纳消耗
07-02 02:15 消耗 蝠翼 1 四号位5星 攻击加成 奉纳消耗
07-02 02:15 消耗 蝠翼 1 一号位5星 攻击 奉纳消耗
07-02 02:15 消耗 蝠翼 1 四号位5星 攻击加成 奉纳消耗
07-02 02:15 消耗 魍魉之匣 1 五号位5星 生命 奉纳消耗
07-02 02:15 消耗 魍魉之匣 1 二号位5星 生命加成 奉纳消耗
07-02 02:15 消耗 魍魉之匣 1 一号位5星 攻击 奉纳消耗
07-02 02:15 消耗 魍魉之匣 1 三号位5星 防御 奉纳消耗
07-02 02:15 消耗 魍魉之匣 1 五号位5星 生命 奉纳消耗
07-02 02:15 消耗 魍魉之匣 1 四号位5星 效果命中 奉纳消耗
07-02 02:15 消耗 魍魉之匣 1 三号位5星 防御 奉纳消耗
07-02 02:15 消耗 魍魉之匣 1 五号位5星 生命 奉纳消耗
07-02 02:15 消耗 魍魉之匣 1 四号位5星 生命加成 奉纳消耗
07-02 02:15 消耗 雪幽魂 1 五号位5星 生命 奉纳消耗
07-02 02:15 消耗 雪幽魂 1 五号位5星 生命 奉纳消耗
07-02 02:15 消耗 雪幽魂 1 三号位5星 防御 奉纳消耗
07-02 02:15 消耗 雪幽魂 1 六号位5星 生命加成 奉纳消耗
07-02 02:15 消耗 雪幽魂 1 五号位5星 生命 奉纳消耗
07-02 02:15 消耗 雪幽魂 1 五号位5星 生命 奉纳消耗
07-02 02:15 消耗 地藏像 1 二号位5星 攻击加成 奉纳消耗
07-02 02:15 消耗 地藏像 1 四号位5星 防御加成 奉纳消耗
07-02 02:15 消耗 地藏像 1 二号位5星 生命加成 奉纳消耗
07-02 02:15 消耗 地藏像 1 三号位5星 防御 奉纳消耗
07-02 02:15 消耗 地藏像 1 五号位5星 生命 奉纳消耗
07-02 02:15 消耗 地藏像 1 三号位5星 防御 奉纳消耗
07-02 02:15 消耗 地藏像 1 二号位5星 生命加成 奉纳消耗
07-02 02:15 消耗 地藏像 1 四号位5星 攻击加成 奉纳消耗
07-02 02:15 消耗 地藏像 1 五号位5星 生命 奉纳消耗
07-02 02:14 消耗 蚌精 1 三号位5星 防御 奉纳消耗
07-02 02:14 消耗 蚌精 1 六号位5星 攻击加成 奉纳消耗
07-02 02:14 消耗 蚌精 1 六号位5星 攻击加成 奉纳消耗
07-02 02:14 消耗 魅妖 1 三号位5星 防御 奉纳消耗
07-02 02:14 消耗 魅妖 1 四号位5星 生命加成 奉纳消耗
07-02 02:14 消耗 魅妖 1 四号位5星 生命加成 奉纳消耗
07-02 02:14 消耗 魅妖 1 四号位5星 攻击加成 奉纳消耗
07-02 02:14 消耗 针女 1 三号位5星 防御 奉纳消耗
07-02 02:14 消耗 针女 1 四号位5星 攻击加成 奉纳消耗
07-02 02:14 消耗 针女 1 二号位5星 生命加成 奉纳消耗
07-02 02:14 消耗 针女 1 四号位5星 攻击加成 奉纳消耗
07-02 02:14 消耗 针女 1 四号位5星 防御加成 奉纳消耗
07-02 02:13 消耗 针女 1 二号位6星 攻击加成 御魂强化
07-02 02:13 消耗 破势 1 五号位6星 生命 御魂强化
07-02 02:11 获得 镇墓兽 1 四号位6星 生命加成 神秘商店购买
07-02 02:11 消耗 钟灵 1 一号位5星 攻击 奉纳消耗
07-02 02:11 消耗 钟灵 1 六号位5星 攻击加成 奉纳消耗
07-02 02:11 消耗 钟灵 1 五号位5星 生命 奉纳消耗
07-02 02:11 消耗 钟灵 1 二号位5星 攻击加成 奉纳消耗
07-02 02:11 消耗 钟灵 1 四号位5星 攻击加成 奉纳消耗
07-02 02:11 消耗 钟灵 1 五号位5星 生命 奉纳消耗
07-02 02:11 消耗 钟灵 1 三号位5星 防御 奉纳消耗
07-02 02:11 消耗 钟灵 1 五号位5星 生命 奉纳消耗
07-02 02:11 消耗 钟灵 1 五号位5星 生命 奉纳消耗
07-02 02:11 消耗 钟灵 1 三号位5星 防御 奉纳消耗
07-02 02:11 消耗 钟灵 1 三号位5星 防御 奉纳消耗
07-02 02:11 消耗 钟灵 1 四号位5星 效果抵抗 奉纳消耗
07-02 02:11 消耗 钟灵 1 五号位5星 生命 奉纳消耗
07-02 02:11 消耗 钟灵 1 六号位5星 生命加成 奉纳消耗
07-02 02:11 消耗 钟灵 1 三号位5星 防御 奉纳消耗
07-02 02:11 消耗 钟灵 1 五号位5星 生命 奉纳消耗
07-02 02:11 消耗 钟灵 1 六号位5星 生命加成 奉纳消耗
07-02 02:11 消耗 钟灵 1 二号位5星 生命加成 奉纳消耗
07-02 02:11 消耗 钟灵 1 一号位5星 攻击 奉纳消耗
07-02 02:11 消耗 钟灵 1 四号位5星 防御加成 奉纳消耗
07-02 02:11 消耗 钟灵 1 一号位5星 攻击 奉纳消耗
07-02 02:11 消耗 钟灵 1 四号位5星 防御加成 奉纳消耗
07-02 02:11 消耗 钟灵 1 五号位5星 生命 奉纳消耗
07-02 02:11 消耗 钟灵 1 五号位5星 生命 奉纳消耗
07-02 02:11 消耗 钟灵 1 五号位5星 生命 奉纳消耗
07-02 02:11 消耗 钟灵 1 六号位5星 生命加成 奉纳消耗
07-02 02:11 消耗 钟灵 1 一号位5星 攻击 奉纳消耗
07-02 02:11 消耗 钟灵 1 一号位5星 攻击 奉纳消耗
07-02 02:11 消耗 钟灵 1 二号位5星 攻击加成 奉纳消耗
07-02 02:11 消耗 钟灵 1 一号位5星 攻击 奉纳消耗
07-02 01:52 获得 镜姬 1 五号位5星 生命 御魂副本
07-02 01:51 获得 镜姬 1 二号位5星 防御加成 御魂副本
07-02 01:49 获得 三味 1 五号位5星 生命 御魂副本
07-02 01:48 获得 地藏像 1 二号位5星 生命加成 御魂副本
07-02 01:45 获得 鸣屋 1 三号位5星 防御 御魂副本
07-02 01:45 获得 雪幽魂 1 六号位5星 生命加成 御魂副本
07-02 01:42 获得 地藏像 1 五号位5星 生命 御魂副本
07-02 01:40 获得 蚌精 1 三号位5星 防御 御魂副本
07-02 01:39 获得 破势 1 三号位5星 防御 御魂副本
07-02 01:37 获得 地藏像 1 四号位5星 防御加成 御魂副本
07-02 01:36 获得 火灵 1 六号位5星 攻击加成 御魂副本
